MMWR Year,Jurisdiction of Occurrence,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
2022,Louisiana,52287.0,46154.0,1115.0,9128.0,1651.0,2089.0,478.0,2200.0,993.0,1076.0,448.0,12300.0,2725.0,3092.0,2264.0
2022,Maine,17076.0,15349.0,0.0,3375.0,444.0,393.0,65.0,851.0,32.0,22.0,0.0,3570.0,547.0,955.0,616.0
2022,Maryland,62164.0,55378.0,954.0,11881.0,1772.0,1200.0,565.0,1921.0,467.0,691.0,23.0,13372.0,3382.0,4558.0,3148.0
2022,Massachusetts,63977.0,58276.0,966.0,12741.0,1513.0,1565.0,909.0,2376.0,1079.0,1415.0,950.0,12463.0,2390.0,4295.0,3187.0
2022,Michigan,108566.0,99544.0,1281.0,20736.0,3384.0,4158.0,1398.0,5215.0,1294.0,2061.0,717.0,26796.0,5678.0,8016.0,5759.0
2022,Minnesota,50945.0,45902.0,309.0,10353.0,1514.0,2359.0,300.0,2160.0,596.0,473.0,1217.0,9082.0,2335.0,3330.0,2204.0
2022,Mississippi,36693.0,33448.0,55.0,6497.0,1257.0,1679.0,674.0,2205.0,206.0,724.0,22.0,8722.0,1819.0,3164.0,2189.0
2022,Missouri,73735.0,66500.0,1088.0,13437.0,1886.0,2620.0,1074.0,3840.0,1161.0,1752.0,185.0,16407.0,3341.0,5389.0,4402.0
2022,Montana,11726.0,10482.0,0.0,2212.0,62.0,54.0,0.0,488.0,0.0,0.0,0.0,2564.0,128.0,522.0,319.0
2022,Nebraska,18733.0,17300.0,12.0,3501.0,400.0,698.0,77.0,911.0,0.0,12.0,0.0,3800.0,863.0,1175.0,725.0
2022,Nevada,31921.0,28511.0,30.0,5441.0,911.0,859.0,496.0,1635.0,10.0,33.0,47.0,7596.0,1534.0,2688.0,2192.0
2022,New Hampshire,14266.0,12895.0,0.0,2789.0,190.0,234.0,0.0,724.0,10.0,0.0,0.0,2932.0,460.0,679.0,387.0
2022,New Jersey,80801.0,74858.0,2025.0,15188.0,2087.0,2317.0,1150.0,2685.0,1900.0,1776.0,1593.0,18581.0,3609.0,6507.0,4913.0
